2018-03-09 15:46:19.071535,9341.05
2018-03-09 15:46:24.184482,9341.05
2018-03-09 15:46:29.315276,9341.05
2018-03-09 15:46:34.453898,9362.46
2018-03-09 15:46:39.570469,9362.46
2018-03-09 15:46:44.868003,9362.46
2018-03-09 15:46:49.967040,9362.46
2018-03-09 15:48:03.472835,9362.46
2018-03-09 15:53:03.700103,9371.23
2018-03-09 15:58:03.910219,9350.38
2018-03-09 16:03:04.170262,9337.55
2018-03-09 16:08:04.314505,9350.59
2018-03-09 16:13:04.554055,9380.69
2018-03-09 16:18:04.797648,9385.43
2018-03-09 16:23:05.023875,9393.08
2018-03-09 16:28:05.181647,9379.2
2018-03-09 16:33:05.388438,9345.98
2018-03-09 16:38:05.623219,9336.13
2018-03-09 16:43:05.876423,9331.09
2018-03-09 16:48:06.105078,9341.79
2018-03-09 16:53:06.341244,9333.74
2018-03-09 16:58:06.543278,9325.14
2018-03-09 17:03:06.775488,9358.97
2018-03-09 17:08:06.950087,9388.94
2018-03-09 17:13:07.152920,9406.78
2018-03-09 17:18:07.348216,9402.64
2018-03-09 17:23:07.569027,9370.94
2018-03-09 17:28:07.758341,9378.99
2018-03-09 17:33:07.974938,9395.11
2018-03-09 17:38:08.186528,9415.93
2018-03-09 17:43:08.358217,9433.74
2018-03-09 17:48:08.584761,9446.81
2018-03-09 17:53:08.820003,9446.64
2018-03-09 17:58:09.019054,9432.9
2018-03-09 18:03:09.229610,9428.73
2018-03-09 18:08:09.453974,9423.49
2018-03-09 18:13:09.690612,9396.0
2018-03-09 18:18:09.832429,9381.19
2018-03-09 18:23:10.053420,9385.54
2018-03-09 18:28:10.265738,9371.77
2018-03-09 18:33:10.489434,9348.4
2018-03-09 18:38:10.685894,9326.92
2018-03-09 18:43:10.926217,9335.38
2018-03-09 18:48:11.116923,9334.62
2018-03-09 18:53:11.325121,9348.31
2018-03-09 18:58:11.533780,9366.99
2018-03-09 19:03:11.739706,9368.41
2018-03-09 19:08:11.939403,9357.87
2018-03-09 19:13:12.152670,9354.76
2018-03-09 19:18:12.363737,9268.67
2018-03-09 19:23:12.527917,9252.3
2018-03-09 19:28:12.733810,9241.22
2018-03-09 19:33:13.137742,9232.1
2018-03-09 19:38:13.344540,9236.18
2018-03-09 19:43:13.492057,9246.85
2018-03-09 19:48:13.700562,9255.01
2018-03-09 19:53:13.837528,9260.82
2018-03-09 19:58:14.054412,9280.11
2018-03-09 20:03:14.272274,9292.04
2018-03-09 20:08:14.506609,9293.98
2018-03-09 20:13:14.628565,9315.62
2018-03-09 20:18:14.853970,9316.04
2018-03-09 20:23:15.052200,9324.33
2018-03-09 20:28:15.238185,9344.4
2018-03-09 20:33:15.483711,9363.66
2018-03-09 20:38:15.640744,9374.96
2018-03-09 20:43:15.855622,9387.51
2018-03-09 20:48:16.024101,9387.78
2018-03-09 20:53:16.234868,9371.06
2018-03-09 20:58:16.468910,9363.45
2018-03-09 21:03:16.683977,9369.97
2018-03-09 21:08:16.906728,9380.0
2018-03-09 21:13:17.121120,9382.25
2018-03-09 21:18:17.343955,9381.21
2018-03-09 21:23:17.557840,9350.13
2018-03-09 21:28:17.757146,9329.69
2018-03-09 21:33:17.957820,9337.57
2018-03-09 21:38:18.192537,9363.09
2018-03-09 21:43:18.398505,9392.98
2018-03-09 21:48:18.566690,9395.28
2018-03-09 21:53:18.714658,9395.4
2018-03-09 21:58:18.909445,9397.88
2018-03-09 22:03:19.105661,9402.2
2018-03-09 22:08:19.301859,9457.5
2018-03-09 22:13:19.493059,9496.77
2018-03-09 22:18:19.656624,9527.42
2018-03-09 22:23:19.843898,9525.96
2018-03-09 22:28:20.070767,9526.05
2018-03-09 22:33:20.475321,9531.01
2018-03-09 22:38:20.768363,9531.32
2018-03-09 22:43:21.000335,9515.56
2018-03-09 22:48:21.203430,9502.03
2018-03-09 22:53:21.374697,9496.22
2018-03-09 22:58:21.599310,9501.86
2018-03-09 23:03:21.806901,9490.05
2018-03-09 23:08:21.956915,9499.2
2018-03-09 23:13:22.179615,9478.75
2018-03-09 23:18:22.385419,9476.13
2018-03-09 23:23:22.595096,9475.73
2018-03-09 23:28:22.776841,9495.42
2018-03-09 23:33:22.990852,9481.61
2018-03-09 23:38:23.171003,9467.03
2018-03-09 23:43:23.383717,9463.18
2018-03-09 23:48:23.621634,9442.78
2018-03-09 23:53:23.847118,9441.16
2018-03-09 23:58:24.059162,9460.61
2018-03-10 00:03:24.231037,9466.58
2018-03-10 00:08:24.437166,9448.31
2018-03-10 00:13:24.660015,9444.17
2018-03-10 00:18:24.866114,9440.78
2018-03-10 00:23:25.038613,9440.94
2018-03-10 00:28:25.269835,9448.21
2018-03-10 00:33:25.492166,9453.04
2018-03-10 00:38:25.727939,9454.11
2018-03-10 00:43:25.908559,9455.69
2018-03-10 00:48:26.080088,9471.83
2018-03-10 00:53:26.253798,9462.7
2018-03-10 00:58:26.434882,9453.12
2018-03-10 01:03:26.665621,9438.19
2018-03-10 01:08:26.851930,9431.58
2018-03-10 01:13:27.071420,9404.76
2018-03-10 01:18:27.260319,9379.15
2018-03-10 01:23:27.471925,9348.07
2018-03-10 01:28:27.797249,9354.67
2018-03-10 01:33:28.036547,9360.37
2018-03-10 01:38:28.287322,9377.14
2018-03-10 01:43:28.478104,9369.54
2018-03-10 01:48:28.725250,9373.38
2018-03-10 01:53:28.951591,9365.65
2018-03-10 01:58:29.087294,9361.66
